first_name,last_name,name_suffix,npi,address,city,postcode,phone,specialty,record_id
Lucy,Evans,,5425084389,134 Victoria Road,Newcastle,TS14 7XX,76227006497,pediatrics,R0004729
Elena,Sharma,,2962675994,53 Church Lane,Leeds,TS23 8XX,62570565681,paediatrics,R0001081
Priya,Davies,,4384439326,27 Church Lane,Newcastle,TS15 5XX,80676240186,orthopedics,R0001664
David,Khan,,9322164286,71 Church Lane,York,TS20 2XX,82058733528,cardiology,R0001012
L.,Jones,,9627821270,220 station rd,Leeds,TS1 5XX,81898742954,general practice,R0001931
J.,Brown, Jr,4219756429,222 Victoria Rd,Leeds,TS24 4XX,(7141) 8326937,gp,R0001150
Fatima,Brown,,4249459870,205 Victoria Road,Middlesbrough,TS2 3XX,41596988160,gp,R0002838
Fatima,Roberts,,4987389786,11 Church Lane,York,TS27 1XX,6919 941 7130,ortho surgery,R0005949
John,Thomas,,3507445257,128 Station Road,Middlesbrough,TS12 2XX,36172872510,ortho surgery,R0000116
Omar,Evans,,0021537179,259 High Street,Durham,TS15 1XX,27831285407,cardiology,R0000740
Aisha,Jones, Jr,8417825064,88 Victoria Road,York,TS8 6XX,(3463) 2193827,family medicine,R0007204
Rajesh,Ali, Dr,1321984379,102 High St,Middlesbrough,TS21 6XX,(7530) 4105975,family medicine,R0006070
Sarah,Brown,,4967083026,92 High Street,Durham,TS5 7XX,18714003277,pediatrics,R0005177
Fatima,Taylor,,4439775759,20 High Street,Durham,TS14 3XX,69242852921,cardiology,R0003675
L.,Evans, MD,0771236420,3 Victoria Road,Leeds,TS23 3XX,98217254410,family medicine,R0005906
Priya,Thomas,,4696427570,61 High Street,Middlesbrough,TS20 5XX,33699460903,cardiovascular medicine,R0000830
Grace,Williams,,8392570934,132 Park Avenue,Durham,TS1 7XX,69464889573,cardiology,R0000119
Wei,Davies,,0124211882,10 Park Avenue,Durham,TS8 5XX,03573177112,orthopedics,R0004752
James,Ahmed,,2260479910,171 Victoria Road,Newcastle,TS14 4XX,94122633111,cardiology,R0007160
Eelna,Nguyen, Jr,7951426796,6 park ave,Leeds,TS6 3XX,59611883208,cardiovascular medicine,R0007103
James,Jones,,9043233818,278 Victoria Road,Leeds,TS26 7XX,09201953627,orthopaedics,R0007417
Lucy,Davies,,5588030362,43 High Street,York,TS16 6XX,02768885949,orthopaedics,R0000635
Elena,Brown,,3597928430,157 Victoria Road,Middlesbrough,TS15 8XX,61952285328,pediatrics,R0004465
Wei,Ali, Dr,,91 Church Ln,Leeds,TS28 2XX,32183747059,general practice,R0004364
James,Ali, MD,6484942126,87 high street,York,TS4 8XX,1734 089 9959,pediatrics,R0006799
A.,Davies,,4914169192,40 Victoria Rd,Middlesbrough,TS2 5XX,8084 790 1155,cardiology,R0006966
L.,Taylor, Dr,,107 Victoria Rd,Newcastle,TS19 2XX,42240209815,gp,R0004142
Omar,Roberts,,3644721481,124 Station Road,Durham,TS14 5XX,58844248564,paediatrics,R0000991
Aihsa,Taylor, Dr,5449296968,161 Church Ln,York,TS15 5XX,(9864) 4052879,family medicine,R0000876
Grace,Ali,,5858303386,205 Park Avenue,Middlesbrough,TS20 6XX,92607874404,gp,R0004869
Elnea,Evans,,8344707240,156 Victoria Rd,Middlesbrough,TS7 6XX,32503153610,pediatrics,R0005315
Cehn,Patel,,5115252427,61 Victoria Rd,Middlesbrough,TS13 8XX,99090248475,ortho surgery,R0005222
Chen,Patel,,8826177309,166 church ln,Newcastle,TS20 7XX,7134 405 1769,cardiovascular medicine,R0000004
Rajesh,Ali,,3980342802,253 Station Rd,York,TS21 1XX,64608527431,cardiology,R0003051
James,Kahn,,6482203095,208 Park Avenue,Durham,TS1 5XX,48142370073,orthopedics,R0005691
James,Sharma,,5890723897,11 High Street,Middlesbrough,TS29 2XX,25168348807,general practice,R0003124
Priya,Khan,,0248586034,37 Church Lane,Durham,TS18 7XX,03919331523,ortho surgery,R0006407
Fatima,Sharma,,6893929156,116 High Street,York,TS9 7XX,41000432345,cardiology,R0002660
Amara,Williams,,7178151660,247 Victoria Road,Leeds,TS14 3XX,97935529894,pediatrics,R0002491
James,Ali,,4459575406,141 Church Lane,Newcastle,TS5 7XX,61587260140,cardiovascular medicine,R0005173
John,Nguyen,,5737580928,200 Station Road,Durham,TS10 7XX,73199132217,pediatrics,R0003854
Grace,Ali,,5221577698,80 Station Rd,Newcastle,TS2 6XX,(5038) 7571164,family medicine,R0004933
James,Sharma,,9901980449,105 Park Avenue,Durham,TS1 6XX,84424319217,general practice,R0004777
John,Nguyen, Jr,,45 High St,Leeds,TS2 2XX,70360700180,paediatrics,R0001715
Rajesh,Patel, Dr,5265098957,49 victoria rd,Leeds,TS25 8XX,3946 007 2740,cardiovascular medicine,R0006448
G.,Evans, MD,,15 Park Ave,Newcastle,TS23 5XX,14237831860,pediatrics,R0006713
Sraah,Davies,,2984234533,76 Church Lane,Middlesbrough,TS2 4XX,7504 576 6049,orthopedics,R0006457
Fatima,Khan,,2884225382,58 Station Road,York,TS9 4XX,2841 184 3393,paediatrics,R0006293
A.,Jones,,5661714721,221 park avenue,Leeds,TS24 8XX,(3729) 2873866,orthopedics,R0001148
Chen,Roberts,,7621207246,96 Park Avenue,York,TS22 1XX,27769905930,orthopedics,R0003261
Amara,Jones, Dr,1571567170,64 Station Road,Leeds,TS25 2XX,7993 027 1637,family medicine,R0000574
Priya,Davies,,2091353126,280 High Street,Middlesbrough,TS9 8XX,16352940239,orthopedics,R0003769
Sarah,Davies,,,265 High St,Leeds,TS27 8XX,45060058945,cardiology,R0003736
F.,Smith,,8363948904,203 Park Avenue,Newcastle,TS21 6XX,31908038222,general practice,R0004146
Priya,Thomas, Jr,1678207491,196 Church Lane,Middlesbrough,TS15 1XX,76044644858,cardiovascular medicine,R0000853
Chen,Nguyen,,9219620780,38 Church Lane,York,TS14 3XX,33991752173,general practice,R0001982
Rajesh,Wilson, Jr,5437397965,155 Station Road,Durham,TS17 4XX,00279958089,pediatrics,R0002774
Omar,Williams,,4434397383,195 Station Rd,Durham,TS6 2XX,5283 154 1015,gp,R0005919
Rajesh,Nguyen,,4565048216,1 Park Avenue,Durham,TS21 3XX,58166291851,cardiology,R0004929
C.,Smith, Jr,9520819926,92 Church Lane,York,TS3 4XX,(4534) 1356163,cardiology,R0005211
Elena,Ali, Dr,2483033675,190 church ln,York,TS5 2XX,68509378911,cardiovascular medicine,R0001166
A.,Davies, MD,8953577413,111 Church Lane,Durham,TS18 8XX,63743076034,family medicine,R0006614
Garce,Jones, Jr,1533153140,283 High Street,Durham,TS15 1XX,10941350344,orthopedics,R0006002
John,Nguyen,,0656931041,243 High Street,Middlesbrough,TS9 1XX,46215073422,cardiology,R0000971
Grace,Thoams,,,34 High Street,York,TS11 6XX,73350112525,cardiovascular medicine,R0002701
M.,Thomas,,8645331432,106 Station Rd,Durham,TS23 7XX,8938 489 7336,family medicine,R0004495
Rajesh,Davies,,1032524641,295 Church Lane,Newcastle,TS23 2XX,88695910445,paediatrics,R0006655
John,Taylor,,0660982684,163 High Street,York,TS11 7XX,09333067218,paediatrics,R0003847
J.,Roberts,,5404619780,74 Victoria Road,Newcastle,TS11 5XX,58295031844,pediatrics,R0002368
Rajesh,Wilson,,1224324187,247 Victoria Road,Leeds,TS18 7XX,39115368373,pediatrics,R0004115
James,Roberts,,1708294547,27 Station Road,York,TS8 7XX,85674296054,cardiology,R0004780
Omar,Nguyen,,0988920658,80 Church Lane,Middlesbrough,TS16 4XX,87871812108,pediatrics,R0004131
John,Daives, Jr,9098288106,11 Station Road,Newcastle,TS20 8XX,(4909) 1719236,family medicine,R0002950
Priya,Nguyen, Jr,2795034035,183 Park Ave,Middlesbrough,TS18 6XX,04086569626,family medicine,R0005625
Aisha,Roberts,,7021930773,104 Victoria Road,Newcastle,TS17 1XX,80483395997,orthopedics,R0006971
Sarah,Nguyen, MD,9655323666,212 Victoria Road,Newcastle,TS18 2XX,(7376) 0000209,ortho surgery,R0000524
Elena,Thomas, Dr,5150621734,201 High St,Newcastle,TS3 6XX,(6178) 1173350,paediatrics,R0002455
Elena,Kahn,,2947281186,247 Victoria Road,York,TS22 5XX,0399 482 3700,orthopaedics,R0005016
John,Roberts,,3305489721,39 Church Lane,Durham,TS1 4XX,02302697394,orthopaedics,R0001841
Rajehs,Williams,,8802506093,258 Church Lane,Newcastle,TS17 5XX,9644 620 6653,cardiology,R0005986
Aisha,Jones,,1591443624,232 Victoria Road,Leeds,TS1 8XX,27750964877,orthopedics,R0000537
Lucy,Sharma,,7607111505,244 Park Avenue,York,TS8 3XX,73665307340,ortho surgery,R0002806
Chen,Patel,,6498633440,239 High St,Durham,TS2 4XX,(1430) 2040403,cardiovascular medicine,R0005801
C.,Thomas, MD,9472498524,6 Church Lane,Durham,TS27 1XX,53626083053,paediatrics,R0005596
Priya,Ali,,1914525584,105 Victoria Road,Durham,TS24 6XX,16736666663,paediatrics,R0004341
Amara,Brown,,4555965922,186 High Street,Leeds,TS3 2XX,66698314992,general practice,R0003175
Saarh,Evans,,,58 Church Ln,Middlesbrough,TS25 5XX,(9458) 2919652,pediatrics,R0000784
D.,Khan, Dr,2379833259,78 Station Rd,Durham,TS8 3XX,5786 686 1050,gp,R0004057
Fatima,Patel,,4425248722,194 High Street,Leeds,TS1 2XX,98574690317,paediatrics,R0001409
A.,Brown, Jr,7469868179,187 Victoria Rd,Leeds,TS13 6XX,(0628) 6306560,family medicine,R0002537
Elean,Ali,,1327459570,7 Station Road,Newcastle,TS25 6XX,(3187) 2564912,ortho surgery,R0000154
Rajesh,Williams,,4780772032,233 High Street,Leeds,TS6 8XX,05384538653,pediatrics,R0003009
Rajesh,Smith, Jr,6921285058,266 High St,York,TS7 1XX,4761 153 3475,ortho surgery,R0001686
S.,Evans, MD,,187 victoria road,Newcastle,TS17 8XX,3241 050 0421,cardiovascular medicine,R0002901
G.,Williams,,9156382221,55 Station Road,Leeds,TS11 6XX,60791585850,paediatrics,R0007428
Grace,Jones,,7954817739,118 Church Lane,Leeds,TS8 6XX,99917824065,general practice,R0004721
James,Bronw, Dr,9987656255,185 High St,Leeds,TS10 6XX,(3275) 6335398,family medicine,R0003863
Aisha,Khan, MD,8028353809,153 Station Rd,York,TS8 7XX,71265536916,gp,R0002733
L.,Khan,,,63 Station Road,Newcastle,TS26 3XX,(2041) 9882642,orthopedics,R0001895
Rajesh,Patel,,4973583643,290 High St,Newcastle,TS16 5XX,(0628) 6431709,cardiovascular medicine,R0005442
Wei,Smith,,3189995342,108 Victoria Road,York,TS12 6XX,33200492633,pediatrics,R0000569
David,Thomas,,1100410660,78 Church Lane,Leeds,TS28 6XX,9624 970 2745,pediatrics,R0006709
Priya,Taylor,,6225386787,240 Church Lane,Leeds,TS8 3XX,08972869735,paediatrics,R0005854
James,Nguyen,,5930616016,144 Park Avenue,Middlesbrough,TS6 7XX,02950837633,cardiovascular medicine,R0001816
Jaems,Williams, MD,7393609673,177 Station Rd,York,TS8 1XX,67655957403,cardiovascular medicine,R0002065
David,Thomas,,1239682802,192 Church Lane,Middlesbrough,TS25 7XX,53065761171,paediatrics,R0000127
Sarah,Williams,,7591945075,20 Park Avenue,Newcastle,TS7 8XX,43706925759,cardiovascular medicine,R0003394
P.,Roberts, Jr,,285 Victoria Road,Newcastle,TS6 7XX,04526599873,gp,R0003327
Mohammed,Talyor, MD,9787426391,5 station road,Newcastle,TS20 7XX,(9685) 8690239,paediatrics,R0007475
Sarah,Sharma, Jr,4208798896,129 Park Ave,Newcastle,TS22 5XX,0368 678 6543,orthopedics,R0006102
Fatima,Sharma,,1375142107,228 High Street,Middlesbrough,TS26 7XX,57013706092,cardiovascular medicine,R0002975
Elena,Smith, MD,0178419211,51 Station Road,Durham,TS12 4XX,39664586808,orthopedics,R0000980
Priya,Brown,,1037947266,138 Station Road,York,TS20 3XX,62504583005,gp,R0002300
C.,Nguyen,,7100686270,46 Victoria Rd,Newcastle,TS21 8XX,(5439) 6190516,cardiology,R0000190
Wei,Ali,,,180 park avenue,Newcastle,TS16 8XX,(1453) 1432348,orthopedics,R0001139
Omar,Khan,,9183442816,237 Station Road,Newcastle,TS15 8XX,47637316377,paediatrics,R0005088
Amara,Khan,,7380225415,152 Victoria Road,Middlesbrough,TS8 4XX,71226064388,ortho surgery,R0000699
Chen,Shamra, MD,4945267348,264 Station Road,Leeds,TS21 5XX,68933196580,family medicine,R0007364
Faitma,Smith, MD,9190545480,121 Victoria Road,Durham,TS23 2XX,0337 847 0706,gp,R0000606
Chen,Sharma,,1926892049,212 Church Lane,Newcastle,TS25 5XX,89674937998,cardiology,R0004276
Rajesh,Davies,,0609853767,193 Church Lane,Leeds,TS3 3XX,54529383462,pediatrics,R0000301
Omar,Patel,,6692707144,166 Victoria Road,Durham,TS15 3XX,93841808799,cardiovascular medicine,R0006640
Grace,Williams,,8722132321,252 Park Avenue,Leeds,TS3 6XX,24821705841,cardiovascular medicine,R0003420
Amara,Nguyen, Jr,5725152428,297 Park Avenue,Durham,TS21 1XX,33176997841,orthopaedics,R0007224
Aisha,Nguyen,,1615375464,3 High Street,York,TS23 4XX,10273934760,orthopedics,R0001060
Rajesh,Ali,,4048691965,93 Station Rd,Middlesbrough,TS13 4XX,7782 037 7077,cardiology,R0007281
Priya,Taylor, MD,,240 Station Rd,Middlesbrough,TS12 6XX,67349644283,pediatrics,R0007349
David,Williams,,5208858998,29 High Street,Durham,TS27 2XX,03885918892,family medicine,R0002565
James,Evans,,3105462392,251 Church Lane,Newcastle,TS1 2XX,12277026998,paediatrics,R0007489
Chen,Ali, Jr,3923563771,29 Victoria Road,Middlesbrough,TS16 4XX,(4130) 9142139,cardiovascular medicine,R0001069
Rajesh,Khan,,1761550383,102 Park Avenue,Durham,TS1 8XX,96180546185,pediatrics,R0002524
Dvaid,Brown, Jr,2429643923,206 Station Road,York,TS18 1XX,(5946) 6964083,family medicine,R0002205
Aisha,Smith,,5584928592,205 Station Road,York,TS17 2XX,64156096278,paediatrics,R0001243
Priya,Evans,,7320992010,266 Victoria Road,Newcastle,TS5 6XX,13578012397,general practice,R0000016
Fatima,Smith, Dr,4255530778,198 Park Ave,Leeds,TS20 8XX,05695877057,cardiology,R0003120
Aisha,Taylor, Dr,4564294996,5 Station Rd,Newcastle,TS20 7XX,9685 869 0239,general practice,R0007478
O.,Khan, Jr,,67 church lane,Durham,TS9 1XX,(8386) 8721129,cardiology,R0004642
Wei,Davies, MD,0124211882,10 Park Ave,Durham,TS8 5XX,(0357) 3177112,ortho surgery,R0004754
D.,Roberts, Dr,,217 Church Ln,Durham,TS2 1XX,3459 743 7287,general practice,R0000815
Grace,Smith,,2310235883,177 Church Lane,Middlesbrough,TS25 2XX,06344685687,orthopedics,R0003067
Mohammed,Patel,,9695463788,261 Station Road,York,TS22 1XX,64631119315,ortho surgery,R0007167
S.,Ahmed, MD,4148177714,83 Victoria Rd,Leeds,TS15 7XX,5315 423 9670,orthopaedics,R0005600
Sarah,Brown,,9070469207,158 Victoria Road,York,TS2 5XX,34039095592,cardiovascular medicine,R0000959
J.,Roberts, Jr,,12 Church Ln,York,TS2 3XX,64651216359,pediatrics,R0007022
D.,Ahmed,,,11 Station Rd,York,TS9 6XX,57087709650,paediatrics,R0006427
Rajesh,Thomas,,5280031394,87 Church Lane,Leeds,TS21 4XX,20674389426,orthopaedics,R0004893
Mohammed,Nguyen,,,167 Victoria Rd,Middlesbrough,TS26 2XX,1214 355 0111,orthopedics,R0000225
David,Davies, Jr,,22 Church Lane,Middlesbrough,TS6 6XX,67466840829,family medicine,R0006170
Oamr,Khan,,9361164098,236 high street,Durham,TS5 6XX,7750 296 3948,cardiology,R0003354
Aisha,Wilson, MD,8465218575,41 High St,York,TS1 2XX,(5374) 6609406,pediatrics,R0005895
David,Ahmed,,7395778657,209 Church Lane,Newcastle,TS15 6XX,21587386597,orthopedics,R0002485
Sarah,Thomas,,0838285807,24 Station Road,Leeds,TS2 8XX,69513419955,gp,R0000562
Elena,Ali,,2521108802,129 Church Lane,Middlesbrough,TS11 8XX,35808469638,general practice,R0003436
Omar,Jones,,7872212528,33 Church Lane,York,TS5 8XX,96869425689,general practice,R0006373
Pirya,Taylor,,,228 Station Road,Leeds,TS28 5XX,(5393) 3739468,family medicine,R0006181
Amara,Patel,,8235286524,252 Station Road,Newcastle,TS23 1XX,57511755224,cardiovascular medicine,R0001693
Rajesh,Nguyen, Jr,3305934321,37 Park Ave,York,TS25 2XX,26915120766,general practice,R0006893
A.,Patel, MD,,16 Victoria Road,Durham,TS22 2XX,(4513) 8989918,paediatrics,R0001045
Asiha,Patel, Dr,3894651476,18 church lane,Newcastle,TS6 5XX,(1097) 9450103,cardiovascular medicine,R0003446
John,Patel,,7885599572,268 Park Avenue,Newcastle,TS27 8XX,15540770382,ortho surgery,R0004565
Mohammed,Khan,,3631845554,74 Park Avenue,Newcastle,TS27 4XX,30492876570,general practice,R0000954
Mohammed,Taylor,,9787426391,5 Station Road,Newcastle,TS20 7XX,96858690239,paediatrics,R0007474
David,Khan,,6339509061,281 Station Road,Newcastle,TS5 8XX,23972740224,cardiovascular medicine,R0002735
Omar,Thmoas, MD,0465919446,233 Victoria Rd,Middlesbrough,TS22 3XX,(6417) 7319383,pediatrics,R0007356
Lucy,Sharma,,7923849534,72 Victoria Road,Middlesbrough,TS20 7XX,85393354235,general practice,R0004735
Wei,Ptael,,,6 park avenue,York,TS5 1XX,(6391) 4508392,family medicine,R0007227
Chen,Patel,,5705096151,217 Victoria Road,Middlesbrough,TS18 1XX,19316258622,pediatrics,R0001218
James,Sharma,,9234041774,168 station road,Durham,TS22 3XX,8596 921 7578,general practice,R0005254
David,Wilson,,4936962070,54 High St,Newcastle,TS2 3XX,69863256696,cardiology,R0005511
Chen,Ahmed,,0122234029,55 Station Road,Middlesbrough,TS26 1XX,60263633301,cardiovascular medicine,R0007135
Chen,Khan, MD,8742658502,209 station rd,York,TS11 8XX,26399776550,cardiovascular medicine,R0001527
Fatima,Taylor,,2159725583,63 Station Road,York,TS5 7XX,38467766309,gp,R0003987
Amara,Patel,,2575780679,127 Victoria Road,Newcastle,TS19 3XX,17154606144,cardiology,R0007405
Mohammed,Nguyen,,7787938138,182 High Street,York,TS10 1XX,25661310363,pediatrics,R0001300
Rajesh,Wilson,,0308769808,261 High Street,Middlesbrough,TS15 6XX,95503283708,cardiovascular medicine,R0007336
Fatima,Ahmed,,6869966615,179 Victoria Road,Durham,TS12 3XX,05668565065,orthopaedics,R0006944
Fatima,Brown,,3699549112,180 Victoria Road,Leeds,TS13 2XX,44801713065,cardiovascular medicine,R0005699
Aisha,Jones,,0041853041,28 Victoria Rd,Leeds,TS14 1XX,12079927500,cardiology,R0000160
Priya,Evans,,1890117268,47 Park Avenue,Newcastle,TS15 8XX,74267139191,family medicine,R0004067
Chen,Patel, MD,,239 High Street,Durham,TS2 4XX,1430 204 0403,cardiovascular medicine,R0005800
Mohammed,Roberts,,5138772690,270 Station Road,Middlesbrough,TS4 8XX,21094726865,orthopedics,R0000956
P.,Nguyen, Jr,5058507364,283 park avenue,Leeds,TS6 7XX,47585335911,ortho surgery,R0003791
Wei,Roberts,,7514929163,206 High Street,Durham,TS14 3XX,24150257369,orthopaedics,R0003234
James,Ahmed,,4601393554,298 Victoria Road,Durham,TS13 3XX,29112869740,cardiovascular medicine,R0002869
Elena,Khan,,2995494401,101 Church Lane,Leeds,TS2 6XX,60923189909,cardiology,R0003777
Mohammed,Nguyen, Dr,5335381349,128 Station Rd,Leeds,TS12 6XX,9065 316 6165,gp,R0004433
Fatima,Brown,,6807386058,241 Park Avenue,Durham,TS4 8XX,68896501698,ortho surgery,R0004973
Lucy,Taylor,,1538520450,146 Church Lane,Durham,TS25 6XX,12051046116,cardiovascular medicine,R0006015
Lucy,Roberts, MD,2576620999,42 High Street,Durham,TS8 3XX,(4255) 9879408,family medicine,R0002961
Lucy,Brown,,0476762559,68 Station Road,Leeds,TS7 4XX,64707984773,family medicine,R0005980
M.,Khan, Dr,8270661496,10 Victoria Rd,York,TS7 4XX,(4946) 5338246,cardiovascular medicine,R0002200
Fatima,Brown, Jr,,138 Victoria Rd,York,TS2 2XX,(4034) 9059891,cardiovascular medicine,R0000098
Priya,Williams,,4089539126,221 Church Lane,Middlesbrough,TS24 4XX,42291388151,paediatrics,R0007291
Wei,Ahmed,,2664298328,52 park avenue,York,TS16 6XX,29519996255,family medicine,R0002557
S.,Taylor,,6203561612,78 church lane,Middlesbrough,TS17 1XX,25242511936,cardiology,R0003183
Sarah,Khan,,7896412634,208 High Street,York,TS7 1XX,15305101492,general practice,R0000253
Omar,Khan,,2645786195,237 Park Avenue,Durham,TS10 6XX,88909395677,general practice,R0003923
Aisha,Jones,,6796289346,233 Victoria Road,York,TS22 7XX,23852520409,ortho surgery,R0004199
Rajesh,Khan,,7205170403,123 Victoria Rd,Durham,TS16 2XX,3352 963 1546,cardiology,R0001445
O.,Brown,,7540367217,67 station road,Leeds,TS13 5XX,34984335355,paediatrics,R0005539
Priya,Williams,,4978910528,138 Church Lane,Middlesbrough,TS7 3XX,03586047359,pediatrics,R0001648
Chen,Williams,,3626857716,282 Station Road,Newcastle,TS22 1XX,20359342537,orthopaedics,R0004682
Chen,Williams,,4136623557,298 Church Lane,Durham,TS8 2XX,92821307959,cardiovascular medicine,R0004723
Lucy,Evans,,2687483993,74 Park Avenue,Newcastle,TS9 6XX,54647921698,orthopaedics,R0003991
Lucy,Khan,,2293389087,141 Victoria Road,Middlesbrough,TS2 3XX,84723847619,cardiovascular medicine,R0001696
Fatima,Smith,,6168915446,109 Victoria Road,York,TS17 6XX,53865022613,family medicine,R0003191
O.,Thomas, Dr,6210866550,103 Station Road,York,TS12 5XX,33108979684,cardiovascular medicine,R0006197
Sarah,Tayolr,,,150 Church Ln,Middlesbrough,TS11 6XX,(5340) 8222142,family medicine,R0006295
Amara,Williams,,8863124879,69 Church Lane,York,TS7 6XX,60495417999,paediatrics,R0004499
D.,Smith, Jr,1407544480,43 Park Avenue,York,TS23 7XX,76287225364,orthopaedics,R0001154
Amara,Ali,,8975640156,77 Station Road,Middlesbrough,TS3 3XX,84988929971,general practice,R0002255
David,Ali,,2473809190,29 High Street,Durham,TS18 6XX,74263575961,orthopedics,R0006959
W.,Nguyen, MD,6149048939,45 Park Ave,York,TS23 7XX,20707376006,orthopaedics,R0001682
O.,Sharma, Jr,,91 station rd,Durham,TS10 5XX,3879 292 6177,cardiovascular medicine,R0003170
Mohammed,Wilson,,8067424896,99 Church Lane,Durham,TS20 7XX,10326597187,family medicine,R0002056
Chen,Smith,,4657396055,101 High Street,Leeds,TS6 8XX,05121999209,cardiology,R0007158
Fatima,Ali,,9121290598,39 Church Lane,York,TS12 6XX,95493026486,orthopaedics,R0004090
Amara,Wilson,,8047746729,278 Park Ave,Leeds,TS5 4XX,44535486602,cardiovascular medicine,R0007312
Grace,Davies,,6704295135,76 Station Road,Durham,TS23 5XX,56260738295,ortho surgery,R0003108
C.,Jones,,5920306762,116 High St,Middlesbrough,TS4 3XX,03254681173,pediatrics,R0004548
David,Nguyen, MD,3741384764,232 station road,Durham,TS20 3XX,03072329897,orthopedics,R0003723
J.,Smith,,,200 Park Avenue,Leeds,TS28 5XX,2376 390 4291,general practice,R0006397
David,Jones,,1068287725,162 Church Lane,York,TS22 5XX,57266173662,cardiovascular medicine,R0005423
D.,Taylor, MD,,287 Victoria Rd,York,TS20 6XX,81131209226,general practice,R0007040
Lucy,Wilson, MD,0978733240,70 Park Ave,Durham,TS29 5XX,92477740836,pediatrics,R0002049
John,Roberts,,0751358846,148 Church Lane,Durham,TS29 1XX,81941087498,pediatrics,R0004976
Mohammed,Patel,,9877961700,278 Church Lane,Leeds,TS17 3XX,89945082289,paediatrics,R0003643
Omar,Khan, Dr,4251502110,210 High Street,Durham,TS21 8XX,4293 655 7036,orthopaedics,R0007400
Aisha,Ali,,0718567628,88 Church Lane,York,TS10 1XX,53639647665,paediatrics,R0000623
A.,Wilson,,3039419043,43 Church Ln,York,TS13 7XX,0669 935 0898,pediatrics,R0006489
Lucy,Thomas,,6878048335,298 Park Avenue,Leeds,TS19 4XX,91039740697,general practice,R0007217
Rajesh,Jones,,9062410571,122 High Street,Leeds,TS3 4XX,24638504645,paediatrics,R0005883
Elena,Khan, Jr,3356882951,232 Church Ln,Durham,TS4 8XX,(0032) 4235594,cardiology,R0000262
Lcuy,Patel,,,191 High St,Middlesbrough,TS24 3XX,6053 537 4794,cardiovascular medicine,R0005730
David,Smith,,0301275730,271 Church Lane,Newcastle,TS19 2XX,00820384959,orthopedics,R0003369
Amraa,Sharma,,1540982853,136 victoria rd,Newcastle,TS27 7XX,(6888) 8398810,family medicine,R0004061
Sarah,Khan, Dr,8793705494,64 Church Ln,Newcastle,TS11 8XX,1815 413 1275,gp,R0005534
Sarah,Taylor,,1710239677,150 Church Lane,Middlesbrough,TS11 6XX,53408222142,family medicine,R0006294
Lucy,Patel, MD,3056414865,79 Victoria Rd,Leeds,TS16 3XX,(8738) 2404567,family medicine,R0006065
James,Brown,,9005966907,175 Victoria Road,Durham,TS7 8XX,43251925018,ortho surgery,R0006616
Omar,Brown,,3652955269,188 Park Avenue,York,TS19 2XX,06107488173,cardiovascular medicine,R0001802
Chen,Nguyen,,1089584384,71 Church Lane,York,TS9 3XX,10648559289,orthopaedics,R0004736
Amara,Evans,,7857889184,263 Station Rd,Newcastle,TS27 3XX,6909 889 7245,paediatrics,R0007487
Aisha,Davies,,2932894662,66 Church Lane,Middlesbrough,TS26 7XX,16006783953,cardiology,R0002385
L.,Thomas,,5364341914,136 Church Ln,Leeds,TS9 3XX,(5472) 8616445,ortho surgery,R0006694
James,Khan,,1299594267,150 Church Lane,Durham,TS18 4XX,87089745164,cardiovascular medicine,R0005759
Lucy,Khna, Jr,4473758177,57 Victoria Road,York,TS10 5XX,(9162) 7481193,pediatrics,R0001959
Fatima,Sharma,,1375142107,228 High St,Middlesbrough,TS26 7XX,5701 370 6092,cardiovascular medicine,R0002976
David,Ahmed,,3747429575,119 Station Road,Newcastle,TS11 8XX,40095386661,pediatrics,R0000488
Omar,Sharma,,2080830977,112 Church Lane,Durham,TS4 2XX,57546053419,ortho surgery,R0001843
Elena,Brwon, MD,,231 Church Lane,Leeds,TS18 4XX,82049080541,family medicine,R0001734
Amara,Taylor,,2564744618,3 Park Avenue,Leeds,TS7 7XX,00641374507,general practice,R0002911
J.,Smith,,5625277758,44 High St,York,TS2 7XX,04174599432,cardiovascular medicine,R0003219
Mohammed,Sharma,,2626579091,217 Church Ln,Leeds,TS19 6XX,84932356823,cardiology,R0000146
Omar,Roberts,,4816313658,271 Park Avenue,York,TS9 7XX,31771965977,family medicine,R0005630
Lucy,Taylor,,6210558734,74 High Street,Durham,TS4 1XX,59311864916,ortho surgery,R0001986
D.,Sharma, Jr,0880551583,218 Park Avenue,Newcastle,TS14 1XX,2136 259 2836,pediatrics,R0001369
Mohammed,Wilson, MD,,19 Church Ln,Durham,TS19 7XX,0503 319 6854,pediatrics,R0006546
J.,Thomas, Jr,1680157959,258 Church Lane,Newcastle,TS4 6XX,25840504146,orthopedics,R0006051
Jaems,Sharma, MD,5213083504,157 victoria rd,Leeds,TS21 3XX,69118525248,pediatrics,R0007098
Chen,Evans,,9500118961,190 Victoria Road,Leeds,TS26 6XX,47696309716,paediatrics,R0002811
Chen,Thomas,,3540543155,231 High Street,Durham,TS5 2XX,43903729799,orthopedics,R0000659
Rajesh,Wilson, Jr,0997048696,232 Park Avenue,Leeds,TS24 5XX,82206723573,orthopaedics,R0001794
Aisha,Smith,,8944965292,165 Station Road,Newcastle,TS15 7XX,96175119149,cardiovascular medicine,R0002511
