cluster,first_name,last_name,name_suffix,npi,address,city,postcode,phone,specialty,record_id,members
6837,David,Khan,,7361378272,272 Park Avenue,York,TS21 3XX,07050511994,orthopaedics,R0003347,2
6838,Jhon,Ali, MD,0374740448,115 High St,Middlesbrough,TS5 5XX,9688 662 9789,pediatrics,R0000727,3
6839,A.,Patel,,3180414474,37 Victoria Rd,Middlesbrough,TS2 1XX,3102 980 9243,cardiology,R0000413,2
6840,Elean,Ali, MD,0206004792,2 Church Lane,Newcastle,TS22 8XX,0063 774 9830,orthopaedics,R0003145,3
6841,Lucy,Brown,,5022385947,72 High Street,Newcastle,TS18 1XX,64085650373,gp,R0001515,2
6842,David,Roberts,,8324266685,38 Park Avenue,York,TS7 4XX,60412736534,gp,R0005745,2
6843,John,Nguyen,,0327474970,181 Victoria Road,Newcastle,TS2 4XX,98450563384,orthopaedics,R0000825,2
6844,Amara,Sharma,,1869196516,2 Church Lane,Durham,TS5 6XX,00417422457,orthopaedics,R0003266,2
6846,James,Ahmed,,2877444158,14 Station Road,Middlesbrough,TS17 4XX,78939132963,pediatrics,R0000615,2
6847,Rajesh,Ahmed,,0594290454,149 Victoria Road,York,TS29 1XX,75227660590,orthopaedics,R0000113,3
6848,Wei,Brown,,9171176583,295 Church Lane,Durham,TS22 3XX,64583697952,paediatrics,R0000417,1
6849,Grace,Simth, Dr,2310235883,233 station road,Leeds,TS18 1XX,19551699125,orthopedics,R0003069,1
6850,Rajesh,Wilson,,8527528826,279 victoria rd,Durham,TS6 7XX,06507288560,cardiovascular medicine,R0001626,2
6851,Chen,Jones, Jr,5433674022,86 Station Rd,Durham,TS19 8XX,6299 717 5740,cardiovascular medicine,R0006749,4
6852,P.,Williams,,0390480821,55 Station Road,Leeds,TS11 6XX,60791585850,paediatrics,R0007431,3
6854,Fatima,Wilson,,8336053957,98 Victoria Road,Middlesbrough,TS19 6XX,41409011216,pediatrics,R0002896,1
6855,Wei,Willaims, MD,8730041327,291 park avenue,Newcastle,TS10 7XX,01786006008,pediatrics,R0007005,3
6856,Mohammed,Evans,,3055204782,133 Church Lane,Newcastle,TS10 4XX,64834573232,pediatrics,R0002082,1
6857,Sarah,Smith,,1753938301,178 Station Road,Middlesbrough,TS5 4XX,92292869552,cardiovascular medicine,R0000753,1
6858,David,Evans,,8081000386,185 Church Lane,Newcastle,TS15 1XX,05233390127,general practice,R0002545,2
6860,Rajesh,Patel, MD,0853215494,26 church lane,Newcastle,TS28 4XX,2324 140 9089,paediatrics,R0003375,3
6863,Elena,Ahmed,,3671552728,103 Church Lane,Leeds,TS20 5XX,56286298175,paediatrics,R0002444,1
6864,Wei,Smith,,4260028525,174 Park Avenue,York,TS6 3XX,87381100303,cardiology,R0004379,2
6865,John,Williams,,4629894397,99 Park Avenue,Middlesbrough,TS26 5XX,78100690143,cardiology,R0001066,3
6866,James,Ali,,1338699715,177 Church Lane,Leeds,TS2 1XX,37192600516,cardiology,R0003910,4
6867,Omar,Davies,,8823658946,92 Victoria Road,York,TS7 7XX,16129264163,gp,R0005286,3
6868,Fatima,Smith,,5242507210,123 Victoria Road,Durham,TS14 3XX,64979850925,paediatrics,R0005536,1
6869,John,Thomas,,6381607961,231 High Street,Durham,TS14 1XX,67639390091,cardiology,R0005387,1
6870,Lucy,Khan, MD,8554917066,36 Victoria Rd,Durham,TS16 6XX,49038617467,general practice,R0005732,2
6871,Fatima,Eavns, Jr,9922718138,269 High Street,Middlesbrough,TS23 7XX,74763714814,orthopaedics,R0003501,3
6872,David,Jones,,7541126009,156 Station Road,Middlesbrough,TS28 4XX,04039743567,orthopaedics,R0002736,3
6874,Amraa,Wilson,,4605859434,44 Station Road,Leeds,TS14 3XX,02098283359,paediatrics,R0004000,2
6875,Sarah,Williams,,1626849193,79 Station Road,Newcastle,TS14 6XX,84343429576,orthopaedics,R0001568,1
6876,John,Taylor,,7243527888,238 Park Avenue,Durham,TS21 8XX,01468018306,gp,R0002427,1
6877,Rajesh,Nguyen,,2673574672,235 Park Avenue,York,TS7 7XX,06278636203,orthopaedics,R0003745,2
6878,John,Smith, MD,7624129004,92 Church Ln,Durham,TS3 5XX,45199532713,paediatrics,R0006834,2
6879,W.,Roberts, Dr,,51 High St,Durham,TS19 3XX,9070 829 8003,gp,R0006952,1
6880,Aisha,Thomas,,3696911037,74 Victoria Road,York,TS13 8XX,55026647608,paediatrics,R0001687,1
6881,Wei,Wilson,,3828617741,157 Church Lane,Durham,TS4 3XX,75927429652,paediatrics,R0000851,1
6882,S.,Brown,,4941400626,140 high st,Leeds,TS17 5XX,55334471573,gp,R0003547,2
6883,Amara,Ahmed,,8633149100,98 Church Lane,Newcastle,TS19 5XX,(6494) 8944627,cardiology,R0006304,2
6884,Sarah,Roberts,,5033293552,186 Church Lane,Leeds,TS1 4XX,51763536160,general practice,R0000895,1
6885,O.,Brown,,5831637471,241 Church Ln,York,TS17 7XX,(4938) 1499136,paediatrics,R0004593,2
6886,Lucy,Davies,,7439633640,105 high street,York,TS6 7XX,3878 656 5931,orthopaedics,R0006402,2
6888,Wei,Taylor,,5086080545,46 Victoria Road,Newcastle,TS9 5XX,97842589675,cardiology,R0000336,2
6890,Chen,Brown,,8342015089,203 Station Road,Leeds,TS6 4XX,93734494689,cardiovascular medicine,R0003087,2
6891,John,Taylor,,1546883754,67 Station Road,York,TS10 8XX,44039676493,orthopaedics,R0004610,2
6892,Aisha,Nguyen,,9467245344,132 High Street,Durham,TS27 7XX,94028150311,cardiology,R0001347,2
6893,Omar,Ali,,1091481634,208 Victoria Rd,Durham,TS29 3XX,(7413) 2911555,orthopaedics,R0001015,1
6894,Omar,Jones,,4107118728,46 Victoria Road,York,TS14 6XX,18175142953,cardiology,R0002815,2
6895,Chen,Wilson,,4135330982,171 High Street,Newcastle,TS25 8XX,57725279002,orthopedics,R0001631,3
6896,James,Patel,,9513482174,51 High Street,York,TS13 2XX,20805083903,pediatrics,R0002489,2
6897,Jaems,Brown,,4367533473,122 High Street,Leeds,TS15 2XX,(6825) 9370600,cardiology,R0003731,3
6898,Priya,Brown,,9417432744,203 Park Avenue,Leeds,TS20 2XX,5453 194 7948,general practice,R0003252,2
6899,Aamra,Williams,,4288766264,202 Victoria Rd,Middlesbrough,TS3 1XX,28353116644,paediatrics,R0006947,3
6900,Rajesh,Wilson,,7779622712,219 Victoria Road,Leeds,TS22 6XX,32305413106,orthopaedics,R0005877,2
6902,Sarah,Jones,,3186139832,28 Park Avenue,Durham,TS15 5XX,56630626777,orthopaedics,R0005879,2
6903,Amara,Brown,,5818201092,208 Park Avenue,Middlesbrough,TS16 4XX,69672103502,family medicine,R0002070,1
6904,E.,Jones,,7298862679,193 High St,Newcastle,TS24 7XX,(2161) 1995657,cardiology,R0004453,2
6905,Amara,Sharma,,3791309473,226 Church Lane,Newcastle,TS3 1XX,86886336076,orthopedics,R0007320,2
6906,Chen,Ali,,8855851069,85 Victoria Road,Leeds,TS18 5XX,46611226271,family medicine,R0005407,2
6908,James,Nguyen,,7801637041,257 Park Avenue,Durham,TS17 5XX,02629033192,general practice,R0004647,4
6909,Lucy,Evans,,3354771942,263 Church Lane,Durham,TS11 6XX,62527231333,general practice,R0006484,1
6910,Fatima,Khan,,1952687468,147 Station Road,Durham,TS29 3XX,80320653828,family medicine,R0002479,4
6912,Aisha,Davies,,5724073072,157 Station Road,Middlesbrough,TS18 3XX,53737404241,paediatrics,R0002265,1
6913,David,Khan,,5591720494,106 High Street,Leeds,TS21 3XX,22063336875,ortho surgery,R0002957,3
6914,Grace,Ali,,4976389175,280 Station Road,Leeds,TS7 2XX,27201839334,cardiology,R0005322,2
6916,Elena,Roberts,,3151009037,225 Victoria Road,Middlesbrough,TS26 8XX,96511888651,pediatrics,R0003058,2
6917,James,Jones, Jr,4659927788,212 park ave,Durham,TS14 3XX,(9287) 6378585,cardiovascular medicine,R0005054,2
6918,Priya,Smith,,5932299641,13 Victoria Road,Middlesbrough,TS5 6XX,11502617060,gp,R0001049,3
6919,Omar,Davies,,5348188023,282 Victoria Road,York,TS23 5XX,06689581651,paediatrics,R0002140,2
6920,Omar,Taylor,,5318556687,210 Victoria Road,Durham,TS28 1XX,71404348311,paediatrics,R0005104,1
6922,Wei,Khan,,3669338157,108 Church Lane,Newcastle,TS10 1XX,15553494781,cardiology,R0005186,3
6923,Omar,Jones,,8552878525,23 Park Avenue,Middlesbrough,TS29 4XX,17603130082,gp,R0007080,1
6924,Mohammed,Brown,,0212427426,155 Victoria Road,York,TS29 3XX,44975309175,cardiovascular medicine,R0004045,1
6925,Fatima,Thomas, Dr,4106561458,28 High St,Durham,TS20 5XX,0166 673 2965,pediatrics,R0003357,2
6926,Grace,Thomas,,0776581328,90 High Street,Middlesbrough,TS27 4XX,72797268822,pediatrics,R0002743,2
6927,Wei,Taylor,,4345879520,122 Station Road,Leeds,TS14 5XX,43860517250,paediatrics,R0005091,2
6928,Priya,Sharma,,9900695564,23 Park Avenue,Middlesbrough,TS2 1XX,25250412607,general practice,R0003506,2
6929,Omar,Smith,,7934146270,214 Park Avenue,York,TS7 3XX,26651284439,pediatrics,R0001679,2
6930,Omar,Williams, MD,0027371935,169 Park Avenue,Middlesbrough,TS21 2XX,5333 442 2496,cardiovascular medicine,R0004250,2
6931,Omar,Ahmed, MD,0936861297,281 Park Avenue,York,TS28 6XX,79986221832,orthopedics,R0003148,2
6932,Grace,Wilson,,6336131498,42 Park Avenue,Durham,TS11 6XX,85161310764,pediatrics,R0002294,1
6933,Rajesh,Thomas,,3253036726,175 Station Road,Middlesbrough,TS27 1XX,81453274701,cardiovascular medicine,R0006932,2
6934,David,Davies,,2476189435,272 Victoria Road,York,TS1 1XX,87711323521,orthopaedics,R0000579,2
6935,Aisha,Patel, Dr,7558001490,64 Church Ln,York,TS6 3XX,2159 466 8898,cardiovascular medicine,R0001471,2
6936,David,Nguyen,,6348358188,204 Church Lane,Leeds,TS5 7XX,35050589857,cardiology,R0004799,4
6937,David,Brown,,4467958608,220 Church Lane,York,TS25 7XX,95443237262,cardiovascular medicine,R0004070,2
6938,Wei,Davies,,1536790278,291 Station Road,Middlesbrough,TS3 1XX,09909654249,ortho surgery,R0005308,1
6940,Elena,Patel,,9114428096,276 Station Road,York,TS3 8XX,79098563598,orthopaedics,R0004991,2
6942,Lucy,Davies,,0976099830,102 Park Avenue,York,TS8 3XX,68595530236,pediatrics,R0003671,2
6944,G.,Patel,,6991938544,98 High Street,Durham,TS12 3XX,5307 888 0615,orthopaedics,R0005237,3
6945,Priya,Ali,,6297753912,72 Station Road,Durham,TS25 7XX,25599398279,general practice,R0005214,2
6946,Aisha,Taylor, Jr,0676507931,27 Station Road,Durham,TS19 8XX,4825 623 8566,gp,R0002849,2
6947,Aisha,Evans,,4740888699,104 Park Avenue,Durham,TS20 3XX,26776730914,ortho surgery,R0005807,3
6948,Lucy,Evans,,5425084389,134 Victoria Road,Newcastle,TS14 7XX,76227006497,pediatrics,R0004729,1
6950,Priya,Davies,,4384439326,27 Church Lane,Newcastle,TS15 5XX,80676240186,orthopedics,R0001664,1
6951,David,Khan,,9322164286,71 Church Lane,York,TS20 2XX,82058733528,cardiology,R0001012,1
6953,John,Brown,,4219756429,222 Victoria Road,Leeds,TS24 4XX,71418326937,gp,R0001149,2
6954,Fatima,Brown,,4249459870,205 Victoria Road,Middlesbrough,TS2 3XX,41596988160,gp,R0002838,2
6955,Fatima,Roberts,,4987389786,11 Church Lane,York,TS27 1XX,6919 941 7130,ortho surgery,R0005949,1
6956,John,Thomas,,3507445257,128 Station Road,Middlesbrough,TS12 2XX,36172872510,ortho surgery,R0000116,1
6957,Omra,Evans, MD,0021537179,259 High St,Durham,TS15 1XX,2783 128 5407,cardiovascular medicine,R0000741,2
6958,A.,Jones, Jr,8417825064,88 Victoria Rd,York,TS8 6XX,3463 219 3827,family medicine,R0007205,4
6959,Rajesh,Ali, Dr,1321984379,102 High St,Middlesbrough,TS21 6XX,(7530) 4105975,family medicine,R0006070,1
6960,Sarah,Brown,,4967083026,92 High Street,Durham,TS5 7XX,18714003277,pediatrics,R0005177,2
6961,Fatima,Taylor,,4439775759,20 High Street,Durham,TS14 3XX,69242852921,cardiology,R0003675,1
6962,Lucy,Evans, Dr,0771236423,3 Victoria Rd,Leeds,TS23 3XX,98217254410,family medicine,R0005907,4
6963,Priya,Thomas,,4696427570,61 High Street,Middlesbrough,TS20 5XX,33699460903,cardiovascular medicine,R0000830,1
6964,Grace,Williams,,8392570934,132 Park Avenue,Durham,TS1 7XX,69464889573,cardiology,R0000119,1
6965,Wei,Davies,,0124211882,10 Park Avenue,Durham,TS8 5XX,0357 317 7112,orthopedics,R0004753,4
6968,James,Jones,,9043233818,278 Victoria Road,Leeds,TS26 7XX,09201953627,orthopaedics,R0007417,2
6969,Lucy,Davies,,5588030362,43 High Street,York,TS16 6XX,0276 888 5949,orthopaedics,R0000636,2
6970,Elena,Brown,,3597928430,157 Victoria Road,Middlesbrough,TS15 8XX,61952285328,pediatrics,R0004465,1
6971,Wei,Ali,,7620693159,91 Church Lane,Leeds,TS28 2XX,32183747059,gp,R0004362,3
6972,James,Ali, MD,6484942126,87 high street,York,TS4 8XX,1734 089 9959,pediatrics,R0006799,2
6973,A.,Davies,,4914169192,40 Victoria Rd,Middlesbrough,TS2 5XX,8084 790 1155,cardiology,R0006966,2
6974,L.,Taylor, Dr,,107 Victoria Rd,Newcastle,TS19 2XX,42240209815,gp,R0004142,1
6975,Omar,Roberts,,3644721481,124 Station Road,Durham,TS14 5XX,58844248564,paediatrics,R0000991,2
6976,Aihsa,Taylor, Dr,5449296968,161 Church Ln,York,TS15 5XX,(9864) 4052879,family medicine,R0000876,1
6977,G.,Ali, Jr,5858303386,205 Park Ave,Middlesbrough,TS20 6XX,92607874404,family medicine,R0004870,2
6978,E.,Evans, MD,8344707240,156 Victoria Road,Middlesbrough,TS7 6XX,32503153610,pediatrics,R0005314,3
6979,Chen,Patel,,5115252427,61 Victoria Road,Middlesbrough,TS13 8XX,99090248475,orthopaedics,R0005219,4
6981,Rajesh,Ali,,3980342802,253 Station Road,York,TS21 1XX,64608527431,cardiology,R0003050,2
6982,James,Kahn,,6482203095,208 Park Avenue,Durham,TS1 5XX,48142370073,orthopedics,R0005691,2
6983,James,Sharma,,5890723897,11 High Street,Middlesbrough,TS29 2XX,25168348807,general practice,R0003124,1
6984,Priya,Khan,,0248586034,37 Church Lane,Durham,TS18 7XX,03919331523,ortho surgery,R0006407,1
6985,Fatima,Sharma,,6893929156,116 High Street,York,TS9 7XX,41000432345,cardiology,R0002660,1
6986,Amara,Williams, Jr,7178151660,247 Victoria Road,Leeds,TS14 3XX,9793 552 9894,paediatrics,R0002492,2
6987,James,Ali,,4459575406,141 Church Lane,Newcastle,TS5 7XX,61587260140,cardiovascular medicine,R0005173,1
6988,John,Nguyen,,5737580928,200 Station Road,Durham,TS10 7XX,73199132217,pediatrics,R0003854,2
6989,Grace,Ali,,5221577698,80 Station Road,Newcastle,TS2 6XX,50387571164,general practice,R0004932,2
6990,James,Sharma,,9901980449,105 Park Avenue,Durham,TS1 6XX,84424319217,general practice,R0004777,1
6991,John,Nguyen,,3944323132,45 High Street,Leeds,TS2 2XX,70360700180,pediatrics,R0001714,2
6992,Rajesh,Patel, Dr,5265098957,49 victoria rd,Leeds,TS25 8XX,3946 007 2740,cardiovascular medicine,R0006448,2
6993,Grace,Evans,,3308396089,15 Park Avenue,Newcastle,TS23 5XX,14237831860,pediatrics,R0006712,2
6994,Sarah,Davies,,2984234533,76 Church Lane,Middlesbrough,TS2 4XX,75045766049,ortho surgery,R0006456,2
6995,Fatima,Kahn,,2884225382,58 Station Rd,York,TS9 4XX,2841 184 3393,paediatrics,R0006292,3
6997,Chen,Roberts,,7621207246,96 Park Ave,York,TS22 1XX,(2776) 9905930,orthopaedics,R0003263,2
6998,Amara,Jones,,1571567170,64 Station Road,Leeds,TS25 2XX,79930271637,family medicine,R0000573,2
6999,Priya,Davies,,2091353126,280 High Street,Middlesbrough,TS9 8XX,16352940239,orthopedics,R0003769,1
7000,Sarah,Davies,,4924612776,265 High Street,Leeds,TS27 8XX,45060058945,cardiovascular medicine,R0003735,2
7001,F.,Smith,,8363948904,203 Park Avenue,Newcastle,TS21 6XX,31908038222,general practice,R0004146,2
7002,Priya,Thomas,,1678207491,196 Church Lane,Middlesbrough,TS15 1XX,76044644858,cardiovascular medicine,R0000852,2
7003,Chen,Nguyen,,9219620780,38 Church Lane,York,TS14 3XX,33991752173,general practice,R0001982,3
7005,Omar,Williams,,4434397383,195 Station Road,Durham,TS6 2XX,52831541015,family medicine,R0005918,2
7006,Rajesh,Nguyen,,4565048216,1 Park Avenue,Durham,TS21 3XX,58166291851,cardiology,R0004929,2
7007,Chen,Smith,,9520819926,92 Church Lane,York,TS3 4XX,45341356163,cardiology,R0005210,2
7008,Elena,Ali, Dr,2483033675,190 church ln,York,TS5 2XX,68509378911,cardiovascular medicine,R0001166,2
7009,A.,Davies, MD,8953577413,111 Church Lane,Durham,TS18 8XX,63743076034,family medicine,R0006614,2
7010,Grace,Jones,,7170462666,134 Station Road,Durham,TS22 3XX,79877827139,cardiology,R0000486,6
7011,John,Nguyen,,9305865497,155 Victoria Road,Middlesbrough,TS9 1XX,50898058407,family medicine,R0005543,3
7012,Grace,Thomas,,7233145224,34 High Street,York,TS11 6XX,73350112525,cardiovascular medicine,R0002700,2
7013,M.,Thomas,,8645331432,106 Station Rd,Durham,TS23 7XX,8938 489 7336,family medicine,R0004495,2
7014,R.,Davies, MD,1032524641,295 Church Ln,Newcastle,TS23 2XX,88695910445,pediatrics,R0006656,3
7015,John,Taylor,,0660982684,163 High Street,York,TS11 7XX,09333067218,paediatrics,R0003847,1
7016,James,Roberts,,5424619780,74 Victoria Road,Newcastle,TS11 5XX,58295031844,pediatrics,R0002366,3
7017,Rajesh,Wilson,,1224324187,247 Victoria Road,Leeds,TS18 7XX,39115368373,pediatrics,R0004115,2
7018,James,Roberts, Jr,1708294547,27 Station Road,York,TS8 7XX,(8567) 4296054,cardiovascular medicine,R0004781,2
7019,Omar,Nguyen,,0988920658,80 Church Lane,Middlesbrough,TS16 4XX,87871812108,pediatrics,R0004131,2
7020,John,Daives, Jr,9098288106,11 Station Road,Newcastle,TS20 8XX,(4909) 1719236,family medicine,R0002950,1
7021,Priya,Nguyen,,2795034035,183 Park Avenue,Middlesbrough,TS18 6XX,04086569626,gp,R0005624,2
7022,Aisha,Roberts,,7021930773,104 Victoria Road,Newcastle,TS17 1XX,80483395997,orthopedics,R0006971,2
7023,Sarah,Nguyen, MD,9655323666,212 Victoria Road,Newcastle,TS18 2XX,(7376) 0000209,ortho surgery,R0000524,1
7024,Elena,Thomas, Dr,5150621734,201 High St,Newcastle,TS3 6XX,(6178) 1173350,paediatrics,R0002455,1
7025,Elena,Kahn,,2947281186,247 Victoria Road,York,TS22 5XX,0399 482 3700,orthopaedics,R0005016,2
7026,John,Roberts,,3305489721,39 Church Lane,Durham,TS1 4XX,02302697394,orthopaedics,R0001841,2
7027,Rajesh,Williams,,8802506093,258 Church Lane,Newcastle,TS17 5XX,96446206653,cardiology,R0005985,2
7028,Aisha,Jones,,1591443624,232 Victoria Road,Leeds,TS1 8XX,27750964877,orthopedics,R0000537,1
7029,Lucy,Sharma,,7607111505,244 Park Avenue,York,TS8 3XX,73665307340,ortho surgery,R0002806,1
7032,Priya,Ali,,1914525584,105 Victoria Rd,Durham,TS24 6XX,16736666663,pediatrics,R0004343,3
7033,Amara,Brown,,4555965922,186 High Street,Leeds,TS3 2XX,66698314992,general practice,R0003175,2
7034,Sarah,Evans,,7970840514,58 Church Lane,Middlesbrough,TS25 5XX,94582919652,paediatrics,R0000783,2
7036,Fatima,Patel, Dr,4425248722,194 high st,Leeds,TS1 2XX,98574690317,paediatrics,R0001410,2
7037,A.,Brown, Jr,7469868179,187 Victoria Rd,Leeds,TS13 6XX,(0628) 6306560,family medicine,R0002537,3
7038,Elena,Ali,,1327459570,7 Station Road,Newcastle,TS25 6XX,31872564912,orthopedics,R0000152,4
7039,Rajesh,Williams,,4780772032,233 High St,Leeds,TS6 8XX,0538 453 8653,paediatrics,R0003010,2
7041,S.,Evans, MD,,187 victoria road,Newcastle,TS17 8XX,3241 050 0421,cardiovascular medicine,R0002901,1
7042,Garce,Williams, Jr,9156382221,55 Station Rd,Leeds,TS11 6XX,(6079) 1585850,pediatrics,R0007427,3
7043,Grace,Jones,,7954817739,118 Church Lane,Leeds,TS8 6XX,99917824065,general practice,R0004721,1
7044,James,Brown,,9987656255,185 High Street,Leeds,TS10 6XX,32756335398,gp,R0003862,2
7045,Aisha,Khan,,8028353809,153 Station Road,York,TS8 7XX,71265536916,gp,R0002732,2
7046,Lucy,Khan, Dr,5887373359,63 Station Rd,Newcastle,TS26 3XX,2041 988 2642,orthopedics,R0001893,4
7047,Rajesh,Patel,,4973583643,290 High Street,Newcastle,TS16 5XX,06286431709,cardiology,R0005441,3
7048,Wei,Smith,,3189995342,108 Victoria Road,York,TS12 6XX,33200492633,pediatrics,R0000569,2
7049,David,Thomas,,1100410660,78 Church Lane,Leeds,TS28 6XX,9624 970 2745,pediatrics,R0006709,2
7051,James,Nguyen,,5930616016,144 Park Avenue,Middlesbrough,TS6 7XX,02950837633,cardiovascular medicine,R0001816,2
7052,Jaems,Williams, MD,7393609673,177 Station Rd,York,TS8 1XX,67655957403,cardiovascular medicine,R0002065,2
7053,David,Thomas,,1239682802,192 Church Lane,Middlesbrough,TS25 7XX,53065761171,paediatrics,R0000127,2
7054,Sarah,Williams,,7591945075,20 Park Avenue,Newcastle,TS7 8XX,(4370) 6925759,cardiology,R0003395,2
7055,Priya,Roberts,,6120731153,285 Victoria Road,Newcastle,TS6 7XX,04526599873,gp,R0003326,2
7057,Sarah,Sharma, MD,1208798896,125 Victoria Road,Newcastle,TS16 7XX,5312 789 8126,ortho surgery,R0006101,4
7059,Elena,Smith,,0178419211,51 Station Road,Durham,TS12 4XX,39664586808,ortho surgery,R0000978,3
7060,Priya,Brown,,1037947266,138 Station Rd,York,TS20 3XX,6250 458 3005,family medicine,R0002301,2
7062,Wei,Ali,,6649411672,180 Park Avenue,Newcastle,TS16 8XX,14531432348,orthopaedics,R0001138,2
7063,Omar,Khan,,9183442816,237 Station Road,Newcastle,TS15 8XX,47637316377,paediatrics,R0005088,2
7064,A.,Khan,,7380225415,152 victoria rd,Middlesbrough,TS8 4XX,7122 606 4388,orthopedics,R0000701,3
7065,Chen,Sharma,,4745267348,264 Station Road,Leeds,TS21 5XX,68933196580,gp,R0007363,2
7066,Fatima,Smith,,9190545480,121 Victoria Road,Durham,TS23 2XX,03378470706,family medicine,R0000605,2
7067,Chen,Sharma,,1926892049,212 Church Lane,Newcastle,TS25 5XX,89674937998,cardiology,R0004276,1
7068,Rajesh,Davies,,0609853767,193 Church Lane,Leeds,TS3 3XX,54529383462,pediatrics,R0000301,2
7069,Omar,Patel,,6692707144,166 Victoria Road,Durham,TS15 3XX,93841808799,cardiovascular medicine,R0006639,3
7070,Grace,Williams,,8722132321,252 Park Avenue,Leeds,TS3 6XX,24821705841,cardiovascular medicine,R0003420,2
7071,Amara,Nguyen,,5725152428,297 Park Avenue,Durham,TS21 1XX,33176997841,ortho surgery,R0007223,2
7072,Aisha,Nguyen,,1615375464,3 High Street,York,TS23 4XX,10273934760,orthopedics,R0001060,1
7073,Rajesh,Ali,,4048691965,159 High Street,Middlesbrough,TS8 6XX,56672839705,cardiovascular medicine,R0007280,2
7074,Priya,Taylor,,2485146812,240 Station Road,Middlesbrough,TS12 6XX,67349644283,paediatrics,R0007347,4
7075,David,Williams,,5208858998,29 High Street,Durham,TS27 2XX,03885918892,family medicine,R0002565,2
7076,J.,Evans,,3105462392,251 Church Lane,Newcastle,TS1 2XX,12277026998,paediatrics,R0007491,3
7077,Chen,Ali,,3922563771,29 Victoria Road,Middlesbrough,TS16 4XX,41309142139,cardiology,R0001068,2
7078,Rajesh,Khan,,1761550383,102 Park Avenue,Durham,TS1 8XX,96180546185,pediatrics,R0002524,1
7079,Dvaid,Brown, Jr,2429643923,206 Station Road,York,TS18 1XX,(5946) 6964083,family medicine,R0002205,2
7080,Aisha,Smith,,5584928592,205 Station Road,York,TS17 2XX,64156096278,paediatrics,R0001243,1
7081,Priya,Evans,,7320992010,266 Victoria Road,Newcastle,TS5 6XX,13578012397,general practice,R0000016,1
7082,Fatima,Smith, Dr,4255530778,198 Park Ave,Leeds,TS20 8XX,05695877057,cardiology,R0003120,3
7084,Omar,Khan,,9272129555,67 Church Ln,Durham,TS9 1XX,8386 872 1129,cardiology,R0004643,3
7086,D.,Roberts, Dr,,217 Church Ln,Durham,TS2 1XX,3459 743 7287,general practice,R0000815,1
7087,Grace,Smith,,2310235883,177 Church Lane,Middlesbrough,TS25 2XX,06344685687,orthopedics,R0003067,2
7088,Mohammed,Patel,,9695463788,261 Station Rd,York,TS22 1XX,(6463) 1119315,ortho surgery,R0007168,2
7089,Sarah,Ahmed, MD,4148177714,83 Victoria Road,Leeds,TS15 7XX,5315 423 9670,orthopaedics,R0005599,4
7090,S.,Brown,,9070469207,158 Victoria Road,York,TS2 5XX,34039095592,cardiovascular medicine,R0000960,2
7091,John,Roberts,,2055036012,12 Church Lane,York,TS2 3XX,64651216359,pediatrics,R0007021,2
7092,David,Ahmed,,5466512135,11 Station Road,York,TS9 6XX,(5708) 7709650,pediatrics,R0006428,3
7093,Rajesh,Thomas,,5280031394,87 Church Lane,Leeds,TS21 4XX,20674389426,orthopaedics,R0004893,1
7094,Mohammed,Nguyen,,2076840042,167 Victoria Road,Middlesbrough,TS26 2XX,12143550111,orthopedics,R0000224,2
7095,David,Davies, Jr,,22 Church Lane,Middlesbrough,TS6 6XX,67466840829,family medicine,R0006170,1
7096,Omar,Khan,,9361164098,236 High Street,Durham,TS5 6XX,77502963948,cardiovascular medicine,R0003353,3
7098,David,Ahmed,,7395778657,209 Church Lane,Newcastle,TS15 6XX,21587386597,orthopedics,R0002485,1
7100,Elena,Ali,,2521108802,129 Church Lane,Middlesbrough,TS11 8XX,35808469638,general practice,R0003436,2
7102,Priya,Taylor,,3669898608,228 Station Road,Leeds,TS28 5XX,53933739468,gp,R0006180,2
7103,Amaar,Patel,,8235286524,252 Station Rd,Newcastle,TS23 1XX,57511755224,cardiovascular medicine,R0001695,3
7104,Rajesh,Nguyen,,3305934321,37 Park Avenue,York,TS25 2XX,2691 512 0766,gp,R0006894,3
7105,Aisha,Patel,,5148551935,16 Victoria Road,Durham,TS22 2XX,45138989918,paediatrics,R0001044,2
7107,John,Patel,,7885599572,268 Park Avenue,Newcastle,TS27 8XX,15540770382,ortho surgery,R0004565,1
7108,Mohammed,Khan,,3631845554,74 Park Avenue,Newcastle,TS27 4XX,30492876570,general practice,R0000954,2
7110,David,Khan,,6339509061,281 Station Road,Newcastle,TS5 8XX,23972740224,cardiovascular medicine,R0002735,1
7111,Omar,Thomas,,0465919446,233 Victoria Road,Middlesbrough,TS22 3XX,64177319383,paediatrics,R0007355,2
7112,Lucy,Sharma,,7923849534,72 Victoria Road,Middlesbrough,TS20 7XX,85393354235,general practice,R0004735,1
7113,W.,Patel,,8855795257,6 Park Avenue,York,TS5 1XX,63914508392,general practice,R0007226,3
7114,Chen,Patel, MD,5705096151,217 Victoria Rd,Middlesbrough,TS18 1XX,19316258622,paediatrics,R0001219,2
7116,David,Wilson,,4936962070,54 High St,Newcastle,TS2 3XX,69863256696,cardiology,R0005511,3
7117,C.,Ahmed,,0122234029,55 Station Road,Middlesbrough,TS26 1XX,60263633301,cardiovascular medicine,R0007136,3
7118,Chen,Khan, MD,8742658502,209 station rd,York,TS11 8XX,26399776550,cardiovascular medicine,R0001527,2
