loan_id,customer_id,loan_type,loan_amount,loan_term_months,interest_rate,loan_start_date,collateral_type,collateral_value,monthly_loan_payment,loan_purpose,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount,customer_name,age,gender,nationality,occupation,employment_status,city,state,customer_segment,loyalty_classification,fee_structure,investment_advisor,joined_bank,annual_income,monthly_income,bank_deposits,checking_balance,savings_balance,credit_card_limit,credit_card_balance,credit_utilization_ratio,business_lending,existing_monthly_debt_payment,total_deposit_balance,deposit_to_income_ratio,age_group,income_band,customer_tenure_years,credit_utilization_band,credit_score_band,dti_band,ltv_band,has_recent_delinquency,loan_to_income_ratio,exposure_after_deposits
LOAN010939,CUST02019,Home Loan,10959625.68,244,10.84,2024-11-17,Property,21615128.55,111418.86,Home Purchase,614.0,1.057,0.507,2,22,Current,0,High,1555366.17,Karan Coleman,54,Female,Indian,Lawyer,Business Owner,Pune,Uttar Pradesh,Private Banking,Gold,Standard,Advisor B,2011-01-14,2695721.83,224643.49,7543396.13,1365965.62,3467198.81,593414.75,133409.46,0.225,154604.91,104165.09,12376560.56,4.591,46-55,High,15.5,Low,Fair,>60%,<=60%,True,4.07,0.0
LOAN010940,CUST03225,Personal Loan,257547.77,46,13.41,2018-07-06,Unsecured,0.0,7191.21,Personal Expense,725.0,0.386,,0,0,Current,0,Low,5424.95,Neha Sharma,34,Female,Indian,Operations Manager,Self Employed,Lucknow,Gujarat,Retail,Silver,Standard,Advisor B,2022-05-24,489553.79,40796.15,419590.71,64423.02,235989.73,47594.53,17395.09,0.365,56088.65,8410.35,720003.46,1.471,26-35,Lower Middle,4.2,Moderate,Good,35-45%,,False,0.53,0.0
LOAN010941,CUST14497,Education Loan,478532.86,68,12.62,2022-10-15,Unsecured,0.0,9886.33,Higher Education,764.0,0.303,,0,0,Paid Off,0,Low,7908.98,Karan Coleman,39,Male,Indian,Software Engineer,Business Owner,Ahmedabad,Delhi,Priority,Jade,Standard,Advisor A,2016-11-24,1041207.5,86767.29,1821749.45,279108.29,1051234.69,366740.85,44798.89,0.122,82558.53,11605.01,3152092.43,3.027,36-45,Middle,9.7,Low,Very Good,<=35%,,False,0.46,0.0
LOAN010942,CUST02695,Home Loan,2825934.57,244,9.29,2023-11-19,Property,3951543.14,25808.98,Home Purchase,637.0,0.691,0.715,1,9,Current,0,Medium,202150.43,Meera Das,41,Female,Indian,Self Employed,Salaried,Jaipur,Gujarat,Priority,Silver,Standard,Advisor C,2021-09-15,584114.12,48676.18,738493.23,138122.69,294138.2,209626.51,44196.7,0.211,488800.79,7503.3,1170754.12,2.004,36-45,Lower Middle,4.9,Low,Fair,>60%,60-80%,True,4.84,1655180.4499999997
LOAN010943,CUST13978,Education Loan,211518.57,65,12.05,2020-03-01,Unsecured,0.0,4446.6,Higher Education,700.0,0.435,,0,0,Current,0,Low,5137.13,Aadhya Mehta,30,Female,Indian,Consultant,Salaried,Bengaluru,Uttar Pradesh,Priority,Jade,Premium,Advisor C,2023-01-12,406544.16,33878.68,775907.49,135072.44,372790.99,119425.21,52606.34,0.44,182266.48,10832.94,1283770.92,3.158,26-35,Lower Middle,3.5,Moderate,Good,35-45%,,False,0.52,0.0
LOAN010944,CUST00022,Auto Loan,1383971.87,65,9.66,2025-05-23,Vehicle,2665660.13,27429.62,Vehicle Purchase,640.0,0.223,0.519,1,10,Current,0,Low,23572.49,Kiara Brown,51,Male,Indian,Self Employed,Salaried,Chennai,Delhi,Retail,Platinum,Standard,Advisor E,2008-08-08,2241336.81,186778.07,6245508.57,1090039.63,3781590.78,246182.3,39427.23,0.16,187313.87,19090.61,11117138.98,4.96,46-55,High,18.0,Low,Fair,<=35%,<=60%,True,0.62,0.0
LOAN010945,CUST11442,Business Loan,1359767.0,93,12.96,2018-04-28,Business Asset,1800894.71,23245.43,Business Expansion,683.0,0.758,0.755,4,40,Current,0,Medium,104485.96,Karan Menon,34,Female,Indian,Consultant,Salaried,Lucknow,Tamil Nadu,Retail,Gold,Standard,Advisor A,2012-07-01,591414.11,49284.51,1093644.72,163143.34,709043.9,65429.67,20617.01,0.315,147998.89,13878.97,1965831.96,3.324,26-35,Lower Middle,14.1,Moderate,Good,>60%,60-80%,True,2.3,0.0
LOAN010946,CUST00859,Auto Loan,430517.03,69,10.71,2018-07-01,Vehicle,809616.3,8383.45,Vehicle Purchase,718.0,0.327,0.532,0,0,Paid Off,0,Low,4193.76,Karan Mehta,70,Male,Indian,Government Officer,Business Owner,Bengaluru,Tamil Nadu,Retail,Gold,Standard,Advisor A,2002-08-10,877287.43,73107.29,2648579.51,276811.37,1386499.19,168035.46,28016.44,0.167,131511.13,18327.48,4311890.07,4.915,66+,Middle,24.0,Low,Good,<=35%,<=60%,False,0.49,0.0
LOAN010947,CUST00283,Auto Loan,322237.37,69,10.3,2021-10-16,Vehicle,531124.11,6208.2,Vehicle Purchase,707.0,0.508,0.607,1,23,Current,0,Low,5669.12,Diya Das,41,Female,Indian,Sales Manager,Contract,Lucknow,Maharashtra,Retail,Platinum,Standard,Advisor A,2013-02-13,503014.47,41917.87,848764.72,51178.97,218427.28,185254.55,7018.0,0.038,497634.14,13579.11,1118370.97,2.223,36-45,Lower Middle,13.4,Low,Good,45-60%,60-80%,True,0.64,0.0
LOAN010948,CUST00396,Home Loan,3539276.96,228,7.87,2022-12-26,Property,7003165.22,29961.42,Home Purchase,540.0,0.989,0.505,5,92,Defaulted,1,High,436376.0,Aadhya Coleman,43,Male,Indian,Government Officer,Salaried,Bengaluru,Karnataka,Retail,Platinum,Standard,Advisor F,2020-04-19,882348.89,73529.07,2626787.57,110389.83,1269833.68,174468.09,47778.83,0.274,164179.87,40555.13,4007011.08,4.541,36-45,Middle,6.3,Low,Poor,>60%,<=60%,True,4.01,0.0
LOAN010949,CUST08500,Personal Loan,299110.83,34,14.12,2019-01-30,Unsecured,0.0,10725.15,Personal Expense,676.0,0.445,,0,0,Current,0,Low,7478.03,Sai Coleman,58,Female,Indian,Nurse,Self Employed,Kolkata,West Bengal,Retail,Gold,Discounted,Advisor E,2003-01-12,1072454.63,89371.22,3201613.54,380903.19,1117426.12,242673.15,20579.5,0.085,70270.82,37242.86,4699942.85,4.382,56-65,Middle,23.5,Low,Good,35-45%,,False,0.28,0.0
LOAN010950,CUST10291,Education Loan,301543.34,62,9.86,2021-03-16,Fixed Deposit,480008.09,6226.7,Higher Education,715.0,0.152,0.628,0,0,Current,0,Low,1910.94,Maya Sharma,47,Male,Indian,Teacher,Salaried,Chennai,Uttar Pradesh,Retail,Silver,Discounted,Advisor F,2002-03-31,636250.83,53020.9,1587416.2,274470.27,977323.71,104651.41,6445.05,0.062,506864.56,2834.01,2839210.18,4.462,46-55,Lower Middle,24.3,Low,Good,<=35%,60-80%,False,0.47,0.0
LOAN010951,CUST06559,Home Loan,7964198.79,233,10.09,2021-07-27,Property,11979006.19,78061.16,Home Purchase,693.0,0.723,0.665,3,33,Current,0,Medium,269997.04,Ananya Menon,44,Male,Indian,Architect,Business Owner,Delhi,Tamil Nadu,Priority,Gold,Standard,Advisor E,2019-09-29,1377169.96,114764.16,4010512.55,626654.46,1790439.7,362171.88,50294.45,0.139,879141.76,11335.29,6427606.71,4.667,36-45,Middle,6.8,Low,Good,>60%,60-80%,True,5.78,1536592.08
LOAN010952,CUST13007,Home Loan,3473429.79,246,9.23,2022-02-08,Property,6469110.46,31499.42,Home Purchase,713.0,0.57,0.537,0,0,Current,0,Low,68742.16,Sai Iyer,36,Male,Indian,Architect,Salaried,Chennai,Tamil Nadu,Private Banking,Gold,Standard,Advisor A,2009-06-16,1281314.6,106776.22,3589894.09,340083.28,2109260.39,449597.86,10500.7,0.023,76925.37,28799.51,6039237.76,4.713,36-45,Middle,17.1,Low,Good,45-60%,<=60%,False,2.71,0.0
LOAN010953,CUST06532,Home Loan,1474878.05,252,7.93,2022-01-25,Property,1755349.17,12035.27,Home Purchase,752.0,0.401,0.84,0,0,Current,0,Low,23327.69,Vikram Patel,38,Female,Asian,Data Analyst,Retired,Jaipur,Maharashtra,Priority,Jade,Premium,Advisor D,2000-11-05,504747.48,42062.29,653793.84,127768.69,173703.82,129439.14,28680.03,0.222,70715.08,4694.03,955266.35,1.893,36-45,Lower Middle,25.7,Low,Very Good,35-45%,80-95%,False,2.92,519611.70000000007
LOAN010954,CUST11051,Education Loan,276734.92,66,10.29,2023-03-14,Unsecured,0.0,5508.26,Higher Education,648.0,0.355,,6,84,Restructured,0,Medium,12606.3,Ayaan Bose,44,Female,Indian,Shop Owner,Salaried,Mumbai,Karnataka,Retail,Jade,Standard,Advisor B,2016-01-28,530427.06,44202.26,650527.62,128122.46,364571.0,128317.25,26571.11,0.207,455413.74,12620.42,1143221.08,2.155,36-45,Lower Middle,10.5,Low,Fair,35-45%,,True,0.52,0.0
LOAN010955,CUST06219,Auto Loan,720969.17,70,10.7,2018-04-13,Vehicle,931620.11,13890.51,Vehicle Purchase,632.0,0.401,0.774,3,51,Current,0,Medium,25173.71,Pooja Brown,41,Female,Indian,Teacher,Retired,Mumbai,West Bengal,Retail,Gold,Standard,Advisor B,2000-02-20,808125.62,67343.8,1582513.68,147684.17,471758.13,265289.27,41349.89,0.156,336697.14,15080.17,2201955.98,2.725,36-45,Middle,26.4,Low,Fair,35-45%,60-80%,True,0.89,0.0
LOAN010956,CUST05434,Business Loan,1275594.86,82,10.74,2021-12-10,Unsecured,0.0,22022.84,Business Expansion,672.0,0.699,,0,0,Current,0,Medium,128833.39,Meera Gupta,47,Male,Indian,Consultant,Salaried,Lucknow,Uttar Pradesh,Retail,Platinum,Discounted,Advisor B,2003-07-04,930510.44,77542.54,2678086.76,268259.83,1638122.87,200938.02,67806.11,0.337,118557.13,30609.92,4584469.46,4.927,46-55,Middle,23.1,Moderate,Good,>60%,,False,1.37,0.0
LOAN010957,CUST08531,Business Loan,1595423.86,83,11.27,2018-10-08,Business Asset,2208147.19,27763.14,Business Expansion,669.0,0.884,0.723,1,25,Current,0,Medium,161423.87,Krishna Roy,59,Male,Indian,Data Analyst,Salaried,Hyderabad,Karnataka,Private Banking,Gold,Standard,Advisor A,2019-03-08,1151305.42,95942.12,2149080.61,415248.41,1321540.34,90724.85,7357.37,0.081,64003.13,55254.0,3885869.36,3.375,56-65,Middle,7.4,Low,Fair,>60%,60-80%,True,1.39,0.0
LOAN010958,CUST14741,Business Loan,1972378.91,75,12.85,2018-05-12,Business Asset,3672768.76,38390.7,Business Expansion,730.0,0.605,0.537,0,0,Current,0,Low,86298.32,Nisha Roy,33,Female,European,Accountant,Business Owner,Bengaluru,Uttar Pradesh,Private Banking,Gold,Standard,Advisor D,2012-05-01,1143215.07,95267.92,3487824.67,660301.25,1800782.4,336424.08,49912.34,0.148,130102.32,19024.36,5948908.32,5.204,26-35,Middle,14.2,Low,Good,>60%,<=60%,False,1.73,0.0
LOAN010959,CUST12255,Auto Loan,206619.93,72,10.89,2022-02-07,Vehicle,327537.31,3921.19,Vehicle Purchase,762.0,0.382,0.631,3,48,Paid Off,0,Low,2577.89,Vivaan Nair,36,Male,Indian,Sales Manager,Salaried,Bengaluru,Rajasthan,Retail,Jade,Standard,Advisor C,2019-02-02,493950.46,41162.54,681483.98,120275.13,391539.27,72726.55,5788.35,0.08,127873.7,14511.5,1193298.38,2.416,36-45,Lower Middle,7.5,Low,Very Good,35-45%,60-80%,True,0.42,0.0
LOAN010960,CUST06848,Auto Loan,272407.45,50,8.24,2019-08-11,Vehicle,480309.46,6455.33,Vehicle Purchase,688.0,0.628,0.567,0,0,Current,0,Low,6524.2,Riya Menon,57,Male,European,Factory Supervisor,Salaried,Jaipur,Gujarat,Retail,Jade,Premium,Advisor E,2017-03-11,369024.77,30752.06,351507.82,53808.91,103000.51,77176.4,13934.29,0.181,52752.6,12707.68,508317.24,1.377,56-65,Low,9.4,Low,Good,>60%,<=60%,False,0.74,0.0
LOAN010961,CUST10284,Home Loan,8074879.22,238,6.5,2022-07-01,Property,12764435.89,60451.33,Home Purchase,641.0,0.328,0.633,0,0,Current,0,Low,204422.81,Neha Nair,52,Male,Indian,Nurse,Business Owner,Mumbai,West Bengal,Priority,Jade,Standard,Advisor F,2014-02-12,2287743.09,190645.26,4615662.16,347352.01,2624647.51,739148.04,182161.93,0.246,128810.22,15319.74,7587661.68,3.317,46-55,High,12.4,Low,Fair,<=35%,60-80%,False,3.53,487217.54000000004
LOAN010962,CUST09638,Personal Loan,225628.39,35,14.27,2022-04-04,Unsecured,0.0,7918.58,Personal Expense,628.0,0.511,,5,100,Late,0,Medium,15815.06,Karan Khan,48,Male,Indian,Lawyer,Salaried,Mumbai,Gujarat,Priority,Silver,Standard,Advisor B,2017-11-18,1055761.86,87980.16,1977775.01,252261.85,1008512.41,352529.06,59407.64,0.169,609528.7,34229.79,3238549.27,3.067,46-55,Middle,8.7,Low,Fair,45-60%,,True,0.21,0.0
LOAN010963,CUST06803,Business Loan,4201074.98,78,12.53,2018-03-18,Business Asset,5203706.99,79003.65,Business Expansion,600.0,1.005,0.807,4,84,Restructured,0,High,966481.5,Pranav Rao,27,Female,Indian,Teacher,Business Owner,Chennai,Uttar Pradesh,Retail,Gold,Standard,Advisor D,2020-04-21,1119362.95,93280.25,2301793.69,188522.94,580778.85,278392.55,89636.3,0.322,322663.87,15671.37,3071095.48,2.744,26-35,Middle,6.3,Moderate,Fair,>60%,80-95%,True,3.75,1129979.5000000005
LOAN010964,CUST01692,Personal Loan,350141.43,43,13.14,2020-12-04,Unsecured,0.0,10253.43,Personal Expense,733.0,0.151,,0,0,Current,0,Low,3698.96,Shaurya Iyer,58,Female,Indian,Architect,Business Owner,Jaipur,Rajasthan,Priority,Gold,Standard,Advisor F,2010-05-19,1702160.34,141846.7,2508799.87,398960.75,964465.34,278608.55,91129.41,0.327,205017.55,22564.23,3872225.96,2.275,56-65,High,16.2,Moderate,Good,<=35%,,False,0.21,0.0
LOAN010965,CUST12088,Education Loan,172688.35,75,11.4,2018-09-03,Fixed Deposit,209319.97,3229.85,Higher Education,720.0,0.303,0.825,0,0,Current,0,Low,2028.15,Ananya Rao,55,Female,Asian,Software Engineer,Retired,Kolkata,Rajasthan,Retail,Jade,Standard,Advisor D,2020-02-15,386889.84,32240.82,729244.35,53804.52,205013.13,38713.83,9201.31,0.238,72752.6,5230.69,988062.0,2.554,46-55,Low,6.4,Low,Good,<=35%,80-95%,False,0.45,0.0
LOAN010966,CUST09649,Home Loan,6878944.75,238,9.63,2021-12-24,Property,7793969.0,64885.86,Home Purchase,673.0,1.085,0.883,2,22,Current,0,Medium,694461.69,Pooja Bose,64,Female,Indian,Self Employed,Business Owner,Lucknow,West Bengal,Retail,Silver,Standard,Advisor B,2000-09-02,1969679.35,164139.95,2072342.46,318277.24,533608.86,671451.46,368661.92,0.549,675190.68,100920.53,2924228.56,1.485,56-65,High,25.9,Moderate,Good,>60%,80-95%,True,3.49,3954716.19
LOAN010967,CUST08545,Home Loan,3573919.14,244,9.08,2018-06-17,Property,5499382.04,32152.53,Home Purchase,702.0,0.412,0.65,0,0,Paid Off,0,Low,50189.13,Ishaan Bose,53,Male,Indian,Business Owner,Contract,Pune,Karnataka,Retail,Gold,Standard,Advisor C,2004-07-17,1084665.95,90388.83,1445102.99,234137.23,707842.89,295289.66,29265.87,0.099,88193.75,16041.36,2387083.11,2.201,46-55,Middle,22.0,Low,Good,35-45%,60-80%,False,3.29,1186836.0300000003
LOAN010968,CUST14793,Home Loan,3235028.66,238,7.88,2024-07-23,Property,3483156.55,26911.03,Home Purchase,727.0,0.427,0.929,0,0,Current,0,Low,59524.13,Krishna Khan,69,Female,Asian,Teacher,Retired,Mumbai,Tamil Nadu,Priority,Silver,Standard,Advisor F,2017-10-15,1050086.93,87507.24,2453647.83,286244.93,1369567.52,81863.21,11667.17,0.143,2640695.5,10550.33,4109460.28,3.913,66+,Middle,8.8,Low,Good,35-45%,80-95%,False,3.08,0.0
LOAN010969,CUST12209,Home Loan,2292501.56,239,6.67,2022-03-19,Property,3302487.06,17357.17,Home Purchase,640.0,0.738,0.694,6,163,Defaulted,1,High,181282.88,Ayaan Gupta,40,Female,Indian,Marketing Manager,Contract,Jaipur,Delhi,Retail,Gold,Standard,Advisor E,2006-12-13,421687.1,35140.59,1272955.52,74017.04,477330.92,120958.08,16326.12,0.135,59944.96,5755.26,1824303.48,4.326,36-45,Lower Middle,19.6,Low,Fair,>60%,60-80%,True,5.44,468198.0800000001
LOAN010970,CUST09782,Home Loan,3087932.37,232,10.35,2025-11-07,Property,5089969.32,30838.74,Home Purchase,667.0,0.996,0.607,1,22,Current,0,Medium,206158.47,Aarav Cunningham,59,Female,Indian,Sales Manager,Salaried,Bengaluru,Gujarat,Retail,Jade,Standard,Advisor A,2019-06-24,471616.59,39301.38,825947.41,82806.81,481274.27,72212.59,297.96,0.004,168741.62,7583.95,1390028.49,2.947,56-65,Lower Middle,7.1,Low,Fair,>60%,60-80%,True,6.55,1697903.8800000001
LOAN010971,CUST00342,Home Loan,1869729.0,244,7.95,2024-09-15,Property,3435297.18,15477.0,Home Purchase,662.0,0.436,0.544,0,0,Current,0,Low,25308.3,Maya Mehta,59,Female,Indian,Operations Manager,Self Employed,Chennai,Rajasthan,Priority,Platinum,Standard,Advisor F,2010-11-25,874386.72,72865.56,2324796.88,219354.01,1138205.89,263815.82,140500.52,0.533,289303.12,23866.04,3682356.78,4.211,56-65,Middle,15.7,Moderate,Fair,35-45%,<=60%,False,2.14,0.0
LOAN010972,CUST13185,Business Loan,1330915.26,93,11.62,2021-04-13,Property,2547257.42,21773.81,Business Expansion,688.0,0.748,0.522,3,60,Current,0,Medium,83765.14,Aadhya Gupta,18,Male,Indian,Government Officer,Self Employed,Delhi,Maharashtra,Private Banking,Silver,Standard,Advisor B,2013-10-31,688414.49,57367.87,765802.29,114196.57,272169.18,206419.56,81321.52,0.394,26582.07,15990.72,1152168.04,1.674,18-25,Lower Middle,12.7,Moderate,Good,>60%,<=60%,True,1.93,178747.21999999997
LOAN010973,CUST10673,Home Loan,2989423.46,250,7.56,2021-01-13,Property,3826825.3,23780.49,Home Purchase,630.0,0.696,0.781,7,140,Defaulted,1,High,227376.1,Shawn Chatterjee,35,Female,Asian,Doctor,Business Owner,Bengaluru,Karnataka,Retail,Jade,Standard,Advisor F,2014-05-11,937638.76,78136.56,1892188.38,188090.32,781881.66,307274.04,124629.9,0.406,19393.07,30877.93,2862160.36,3.053,26-35,Middle,12.2,Moderate,Fair,>60%,60-80%,True,3.19,127263.1000000001
LOAN010974,CUST12826,Home Loan,3514588.52,249,7.75,2018-04-08,Property,5976814.06,28419.19,Home Purchase,685.0,0.388,0.588,0,0,Current,0,Low,42985.29,Riya Khan,43,Male,Indian,Marketing Manager,Salaried,Chennai,Uttar Pradesh,Priority,Jade,Standard,Advisor E,2001-12-26,1471291.35,122607.61,1719408.14,191177.7,865730.92,399338.15,63461.49,0.159,921817.85,25724.61,2776316.76,1.887,36-45,Middle,24.6,Low,Good,35-45%,<=60%,False,2.39,738271.7600000002
LOAN010975,CUST06548,Home Loan,4382473.42,230,8.33,2019-01-24,Property,5954674.79,38204.17,Home Purchase,613.0,0.786,0.736,6,170,Defaulted,1,High,400548.81,Ananya Chatterjee,32,Male,Indian,Consultant,Self Employed,Kolkata,Telangana,Private Banking,Silver,Discounted,Advisor C,2017-04-26,1155868.56,96322.38,2870010.96,172834.32,1773899.4,266686.33,73787.21,0.277,76105.33,27121.52,4816744.68,4.167,26-35,Middle,9.2,Low,Fair,>60%,60-80%,True,3.79,0.0
LOAN010976,CUST14027,Personal Loan,2011778.73,28,15.05,2021-04-29,Unsecured,0.0,85646.67,Personal Expense,682.0,0.496,,0,0,Current,0,Low,58276.89,Ira Das,58,Male,Asian,Business Owner,Self Employed,Pune,Delhi,Private Banking,Platinum,Standard,Advisor A,2002-07-05,2664528.03,222044.0,4699616.59,456992.22,2034744.41,786414.3,111235.49,0.141,104453.09,44468.14,7191353.22,2.699,56-65,High,24.1,Low,Good,45-60%,,False,0.76,0.0
LOAN010977,CUST04645,Home Loan,1335006.39,249,7.66,2022-01-03,Property,2266103.49,10720.19,Home Purchase,700.0,0.544,0.589,0,0,Paid Off,0,Low,25650.72,Aanya Menon,22,Female,Indian,Self Employed,Salaried,Jaipur,Gujarat,Retail,Jade,Premium,Advisor D,2018-10-15,411174.27,34264.52,848616.44,155889.57,473267.86,122336.34,13231.87,0.108,109150.25,6790.14,1477773.87,3.594,18-25,Lower Middle,7.8,Low,Good,45-60%,<=60%,False,3.25,0.0
LOAN010978,CUST01784,Home Loan,2193906.81,252,10.04,2023-02-10,Property,2392125.29,20918.21,Home Purchase,662.0,0.75,0.917,7,140,Current,0,High,98346.26,Pooja Chatterjee,52,Female,Indian,Factory Supervisor,Salaried,Delhi,Karnataka,Retail,Jade,Standard,Advisor C,2016-10-11,567956.78,47329.73,774821.82,79044.43,240418.02,93742.8,22353.53,0.238,136853.68,14700.64,1094284.27,1.927,46-55,Lower Middle,9.8,Low,Fair,>60%,80-95%,True,3.86,1099622.54
LOAN010979,CUST12388,Home Loan,13191983.48,239,10.66,2020-01-14,Property,24007822.06,133288.0,Home Purchase,651.0,0.997,0.549,2,128,Defaulted,1,High,845422.46,Sai Patel,47,Female,Asian,Business Owner,Salaried,Kolkata,Telangana,Private Banking,Silver,Discounted,Advisor F,2013-11-24,2431152.82,202596.07,5077918.69,452546.06,1586218.32,527582.47,220218.07,0.417,72049.39,70339.8,7116683.07,2.927,46-55,High,12.7,Moderate,Fair,>60%,<=60%,True,5.43,6075300.41
LOAN010980,CUST00248,Business Loan,2979603.55,91,10.98,2020-05-06,Property,3398176.76,48386.07,Business Expansion,676.0,0.688,0.877,0,0,Current,0,Medium,210767.9,Neha Bose,38,Male,Indian,Factory Supervisor,Salaried,Bengaluru,Maharashtra,Retail,Jade,Discounted,Advisor A,2014-02-28,1084392.12,90366.01,1577090.28,124064.32,649819.7949999999,369239.13,104282.31,0.282,57725.25,15724.54,2350974.4,2.168,36-45,Middle,12.4,Low,Good,>60%,80-95%,False,2.75,628629.1499999999
LOAN010981,CUST02774,Auto Loan,427883.05,62,10.57,2024-09-11,Vehicle,581715.44,8986.09,Vehicle Purchase,612.0,0.652,0.736,5,125,Late,0,High,28184.17,Sai Iyer,56,Male,Indian,Self Employed,Salaried,Pune,Maharashtra,Retail,Jade,Standard,Advisor B,2000-01-02,649012.74,54084.4,1010478.69,103239.43,617737.26,81486.01,432.74,0.005,54027.37,25487.86,1731455.38,2.668,56-65,Lower Middle,26.6,Low,Fair,>60%,60-80%,True,0.66,0.0
LOAN010982,CUST13618,Home Loan,1838179.65,251,6.58,2021-01-18,Property,2387075.05,13501.39,Home Purchase,723.0,0.4,0.77,0,0,Current,0,Low,27278.73,Neha Mehta,36,Male,Indian,Nurse,Salaried,Lucknow,Uttar Pradesh,Priority,Jade,Standard,Advisor F,2015-05-04,710339.4,59194.95,827512.91,47097.26,461934.7,68862.5,15336.2,0.223,239939.25,7097.82,1336544.87,1.882,36-45,Lower Middle,11.2,Low,Good,35-45%,60-80%,False,2.59,501634.7799999998
LOAN010983,CUST05021,Education Loan,439481.92,79,10.69,2021-06-15,Unsecured,0.0,7772.07,Higher Education,680.0,0.324,,7,180,Defaulted,1,High,7724.36,Aanya Verma,18,Female,Indian,Shop Owner,Business Owner,Chennai,Gujarat,Priority,Platinum,Standard,Advisor B,2000-01-23,985347.3,82112.28,3410738.79,397991.55,1368096.05,98682.46,19271.84,0.195,328622.42,20795.34,5176826.39,5.254,18-25,Middle,26.5,Low,Good,<=35%,,True,0.45,0.0
LOAN010984,CUST01415,Auto Loan,182421.04,48,10.37,2024-02-26,Vehicle,256792.5,4659.15,Vehicle Purchase,696.0,0.434,0.71,3,118,Defaulted,1,Medium,2836.13,Karan Brown,45,Female,Indian,Lawyer,Self Employed,Delhi,Delhi,Retail,Silver,Standard,Advisor F,2012-07-13,466474.25,38872.85,850710.9,102263.02,538165.09,124085.25,31881.22,0.257,236601.55,9992.91,1491139.01,3.197,36-45,Lower Middle,14.0,Low,Good,35-45%,60-80%,True,0.39,0.0
LOAN010985,CUST07659,Auto Loan,474269.0,71,11.12,2020-10-31,Vehicle,807181.18,9146.35,Vehicle Purchase,689.0,0.272,0.588,0,0,Current,0,Low,4129.4,Meera Iyer,70,Female,Indian,Self Employed,Salaried,Jaipur,Karnataka,Retail,Silver,Standard,Advisor E,2001-11-13,674551.64,56212.64,766666.17,139319.63,218022.07,104400.93,28548.87,0.273,54207.19,4532.07,1124007.87,1.666,66+,Lower Middle,24.7,Low,Good,<=35%,<=60%,False,0.7,0.0
LOAN010986,CUST09497,Business Loan,2120780.34,79,10.62,2018-09-06,Unsecured,0.0,37428.41,Business Expansion,651.0,1.155,,2,16,Current,0,Medium,596355.28,Aditya Roy,32,Male,Indian,Self Employed,Salaried,Chennai,Gujarat,Retail,Jade,Standard,Advisor C,2004-03-14,723142.98,60261.92,1162147.23,108110.02,319376.43,72104.82,10811.2,0.15,93514.64,32979.13,1589633.68,2.198,26-35,Lower Middle,22.4,Low,Fair,>60%,,True,2.93,531146.6599999999
LOAN010987,CUST02310,Home Loan,1988699.96,240,10.05,2020-06-17,Property,2690671.91,19257.31,Home Purchase,680.0,0.617,0.739,0,0,Current,0,Medium,53402.77,Karan Coleman,36,Female,Indian,Lawyer,Salaried,Jaipur,Delhi,Priority,Platinum,Standard,Advisor F,2000-07-15,703669.33,58639.11,1653710.65,215107.2,842624.92,92811.97,15061.85,0.162,226591.7,19732.82,2711442.77,3.853,36-45,Lower Middle,26.0,Low,Good,>60%,60-80%,False,2.83,0.0
LOAN010988,CUST01589,Home Loan,3259236.95,250,9.18,2022-05-06,Property,3833551.19,29291.42,Home Purchase,604.0,1.272,0.85,7,145,Defaulted,1,High,780032.33,Karan Khan,49,Male,Indian,Nurse,Salaried,Chennai,West Bengal,Retail,Gold,Standard,Advisor E,2014-06-01,825137.01,68761.42,1435837.38,214327.5,712122.21,72136.43,14377.59,0.199,128917.47,56509.44,2362287.09,2.863,46-55,Middle,12.1,Low,Fair,>60%,80-95%,True,3.95,896949.8600000003
LOAN010989,CUST06807,Home Loan,3958112.89,242,7.89,2023-10-30,Property,6283290.66,32725.24,Home Purchase,610.0,0.546,0.63,2,42,Current,0,Medium,182164.46,Sara Iyer,45,Male,Asian,Sales Manager,Self Employed,Chennai,Gujarat,Private Banking,Jade,Standard,Advisor B,2009-12-08,1526203.15,127183.6,3111860.19,503453.01,1225622.71,393268.79,164002.17,0.417,121715.03,38588.68,4840935.91,3.172,36-45,High,16.6,Moderate,Fair,45-60%,60-80%,True,2.59,0.0
LOAN010990,CUST10402,Home Loan,5387656.0,243,9.18,2022-03-28,Property,5842091.28,48888.21,Home Purchase,648.0,0.894,0.922,4,76,Late,0,High,707348.44,Arjun Brown,19,Male,Indian,Accountant,Salaried,Ahmedabad,Telangana,Retail,Platinum,Standard,Advisor D,2009-01-21,814931.8,67910.98,2041038.24,139826.83,966651.66,231645.48,79358.48,0.343,123342.98,18014.88,3147516.73,3.862,18-25,Middle,17.5,Moderate,Fair,>60%,80-95%,True,6.61,2240139.27
LOAN010991,CUST04522,Education Loan,288025.92,76,11.56,2018-11-14,Unsecured,0.0,5362.37,Higher Education,742.0,0.534,,0,0,Current,0,Low,9305.77,Nisha Iyer,47,Female,Indian,Nurse,Retired,Mumbai,Delhi,Retail,Platinum,Standard,Advisor A,2003-05-30,737164.56,61430.38,1299712.78,180064.06,396147.13,215821.06,52699.56,0.244,44780.29,28308.61,1875923.97,2.545,46-55,Lower Middle,23.2,Low,Very Good,45-60%,,False,0.39,0.0
